date ,star removed (sr),flat fielded (ff),"calibrated, unwarped (caun)","if srffcaun, which ones?",other notes,,*Note: the day listed is the day that the night starts in
1-Aug,0,0,0,,,,Ex: Jan01-02 is listed 1-Jan
2-Aug,0,0,0,,,,
3-Aug,0,0,0,,,,
4-Aug,0,0,0,,,,
5-Aug,0,0,0,,,,
6-Aug,0,0,0,,,,
7-Aug,0,0,0,,,,
8-Aug,0,0,0,,,,
9-Aug,0,0,0,,,This month has no processed folders,
10-Aug,0,0,0,,,,
11-Aug,0,0,0,,,,
12-Aug,0,0,0,,,,
13-Aug,0,0,0,,,,
14-Aug,0,0,0,,,,
15-Aug,0,0,0,,,,
16-Aug,0,0,0,,,,
17-Aug,0,0,0,,,,
18-Aug,0,0,0,,,,
19-Aug,0,0,0,,,,
26-Aug,0,0,0,,,,
27-Aug,0,0,0,,,,
28-Aug,0,0,0,,,,
29-Aug,0,0,0,,,,
30-Aug,0,0,0,,,,
31-Aug,0,0,0,,,,
,,,,,,,
