date ,star removed (sr),flat fielded (ff),"calibrated, unwarped (caun)","if srffcaun, which ones?",other notes,,*Note: the day listed is the day that the night starts in
1-Nov,0,0,0,,,,Ex: Jan01-02 is listed 1-Jan
2-Nov,0,0,0,,,,
3-Nov,0,0,0,,,,
4-Nov,0,0,0,,,,
5-Nov,0,0,0,,,,
6-Nov,0,0,0,,,,
7-Nov,0,0,0,,,,
8-Nov,0,0,0,,,,
9-Nov,0,0,0,,,This month has no processed folders,
10-Nov,0,0,0,,,,
11-Nov,0,0,0,,,,
12-Nov,0,0,0,,,,
13-Nov,0,0,0,,,,
14-Nov,0,0,0,,,,
15-Nov,0,0,0,,,,
23-Nov,0,0,0,,,,
24-Nov,0,0,0,,,,
25-Nov,0,0,0,,,,
26-Nov,0,0,0,,,,
27-Nov,0,0,0,,,,
28-Nov,0,0,0,,,,
29-Nov,0,0,0,,,,
30-Nov,0,0,0,,,,
,,,,,,,
,,,,,,,
,,,,,,,
